id,date,content,username,likecount,retweetcount,replycount,typeofphone,languge
1602603412600016896,2022-12-13 09:56:43+00:00,"rien n'est ordonné, il faut qu'il donne des détails. 

Nous sommes pas dans la passion, mais quelques choses est clair Toumba à éclairer la lanterne de beaucoup de personnes sur cette affaire il faut que le #Dadis prenne de bien ordonné son discours aujourd'hui.

#ProcesDu28Sept",BabenSoro,5,0,0,Twitter for Android,fr
1602599846472474625,2022-12-13 09:42:32+00:00,"Un procès où c'est l'accusé qui dicte les questions à lui poser. Rafraichissez la mémoire de Moussa, Yandi, il oublie qu'il n'est plus président.
#ProcesDu28Sept",Prof_AlphaConde,211,24,85,Twitter Web App,fr
1602599548693757952,2022-12-13 09:41:21+00:00,"Daddis me rappelle un ami de classe qui faisait toujours INTERCALAIRE quand on envoyait les notes il avait toujours 02 🤣🤣 
#ProcesDu28Sept",mouctaryalib,0,0,0,Twitter Web App,fr
1602598536067031040,2022-12-13 09:37:20+00:00,"Ready for Dadis show today 🫡

#ProcesDu28Sept https://t.co/App3imOvUf",PtyKeita,20,1,7,Twitter for iPhone,en
1602598176640405505,2022-12-13 09:35:54+00:00,La théorie du complot n’est pas cohérente. Celui qui complote contre toi dans le but de te faire partir du pouvoir ne peut t’empêcher d’aller vers le piège (stade) tendu. Soyons sérieux! @espace_gg #ProcesDu28Sept #Guinee,Ruchndongsima,1,0,0,Twitter for iPhone,fr
1602577327724154880,2022-12-13 08:13:04+00:00,"""j'ai créé une force spéciale contrôlée par #Thiegboro et #Pivi, personne n'était au courant à part nous"" dixit le sieur #Dadis. Ah Bon? C'est intéressant ça. Les avocats  #Yomba,  #Sylla et ceux de la partie civile ont pris note 🤣🤣🤣. Rdv est pris.  #ProcesDu28Sept",JahtaGPS,1,0,1,Twitter for Android,fr
1602576350895906817,2022-12-13 08:09:11+00:00,"Rassurez moi, #Dadis a-t-il fait l'université comme il le prétend ? Si non on peut être moins éloquent mais le raisonnement (Idée maîtresse + arguments + illustration) ça s'apprend chez moi ( #Ci225) en classe de CM2. Le coq à l'âne qu'il a servi là est démentiel. #ProcesDu28Sept",JahtaGPS,2,0,0,Twitter for Android,fr
1602575342996279297,2022-12-13 08:05:10+00:00,"Il a suffit que #Dadis envoie du "" Cellou a gagné au un coup KO au premier tour"", pour que les éternels opposants de la #Guinee lui trouve des circonstances atténuantes face au massacre des siens. Pathétique tout ça. #ProcesDu28Sept",JahtaGPS,0,0,0,Twitter for Android,fr
1602574517276184576,2022-12-13 08:01:53+00:00,#Dadis n'est pas un menteur. C'est un fou! Il n'a fait qu'exprimer son degré de folie. Et il se trouve des gens pour donner du sens et du fond à tout ce qu'il a débité devant la barre? Sacrilège !#ProcesDu28Sept,JahtaGPS,1,0,0,Twitter for Android,fr
1602572329950789634,2022-12-13 07:53:12+00:00,"#Dadis_Camara au procès du 28 septembre : « le #28_septembre a été savamment orchestré par Alpha Condé, Sékouba et leur exécutant Toumba Diakité »
#Kibaro #ProcesDu28Sept https://t.co/Ul6GYgfe4j",Guineematin,1,1,0,Twitter for Android,fr
1602566172620324864,2022-12-13 07:28:44+00:00,"Comme il était le président de la CENI à l’époque, on attend qu’il étale ses preuves. 
Il cherche désespérément un soutien de l’autre côté, et même s’il le trouve, ce qui est d’ailleurs improbable, cela ne lui permettra pas de tirer d’affaire. 
#Kibaro #ProcesDu28Sept https://t.co/m2UbtZDlQJ",bereteke19,2,0,2,Twitter for iPhone,fr
1602564415274078218,2022-12-13 07:21:45+00:00,"Ko papa Koly Kourouma est plus âgé que Dadis 😂. Sûrement il l’a ramené à l’école et lui a fait compter les bâtonnets. C’est peut-être lui qui n’a pas son vrai âge sur les papiers, donc possible. En résumé Dadis a menti sur son âge #ProcesDu28Sept",Celloulacoste2,0,0,0,Twitter for iPhone,fr
1602549954857385989,2022-12-13 06:24:17+00:00,"La seule chose que j'attends aujourd'hui, c'est la réaction des chroniqueurs des #GG après le premier passage du Capitaine Dadis Camara!
#ProcesDu28Sept 
#Dadis_show @OuessouDIABY @SyllaPoutine @PtyKeita @LamineGuirassy",TourePhilo,5,0,2,Twitter for Android,fr
1602540554818097154,2022-12-13 05:46:56+00:00,Hei #toumba toi aussi. Qu'est ce que tu faisais au stade? Tu laisses ton patron pour aller accomplir ta mission. #Kibaro. #ProcesDu28Sept.,dontaf3,0,0,0,Twitter for Android,fr
1602516329038336003,2022-12-13 04:10:40+00:00,"@Prof_AlphaConde Bha oui hein.
A cette époque il n' était pas exclut que le grand frère commença l école antérieurement à son Petit frère.
#ProcesDu28Sept",DialloModalaba,0,0,0,Twitter for Android,fr
1602488446601367552,2022-12-13 02:19:53+00:00,"#ProcesDu28Sept Devant le juge, #Dadis use de la stratégie du #raisonnement cohérent non de la #narration émotive. Il construit sa défense sur la «#théorieDuComplot» avec le schéma svt : mobile(date, acteurs, évemt)- résultat(massacres)- retombés(insurrection,évincement).
#Guinee",KoneSheick,0,0,1,Twitter for Android,fr
1602484229891395584,2022-12-13 02:03:07+00:00,"Je viens de finir d'écouter Dadis, c comme mélangé la moitié de pièces de puzzle venant d'au moins 10 jeux et on te demande de faire Le Puzzle. Du coq a l'âne 🤦🏾‍♂️ Peut être c sa stratégie. Who knows? #ProcesDu28Sept",KN23,1,0,1,Twitter for Android,fr
1602479748172898304,2022-12-13 01:45:19+00:00,"Ha #dadis apres ce tir , je suis devenu extremement #intelligent. Par modestie, laisse aux autres d'apprecier  ton intelligence . #Kibaro. #ProcesDu28Sept.",dontaf3,0,0,0,Twitter for Android,fr
1602473525624856576,2022-12-13 01:20:35+00:00,C’est vrai que capitaine dadis n’est pas ordonné dans ses propos mais y’a une part de vérité dans ce qu’il dit et nous savons tous que le menteur soigne toujours sa communication pour être plus convaincant et celui-là n’a pas l’air alors Restons vigilant #ProcesDu28Sept,DialloMamoud224,1,0,0,Twitter for iPhone,fr
1602473370268073984,2022-12-13 01:19:58+00:00,"Dadis est officier et Toumba est sous officier 😂😂
#ProcesDu28Sept",fodeberete24,0,0,0,Twitter for iPhone,fr
1602466833738735617,2022-12-13 00:54:00+00:00,"Je remarque des propos dégradants à l'endroit des accusés, vous devriez comprendre une seule chose, si nous sommes devant ce tribunal, c'est pour que triomphe la vérité et pour prévenir de telles pratiques. Patience

Encore, faites une communication responsable.

#ProcesDu28Sept",AmadouLePo,6,0,1,Twitter for Android,fr
1602464155860176896,2022-12-13 00:43:21+00:00,"#Dadis a trop persisté aujourd’hui dhè… « je persiste, je persiste, je persiste, … »

 #ProcesDu28Sept",Balde_souare,2,0,0,Twitter for iPhone,fr
1602463003982659584,2022-12-13 00:38:47+00:00,Dadis a raison. #ProcesDu28Sept,camara_gn,0,0,0,Twitter for iPhone,fr
1602458511719424001,2022-12-13 00:20:56+00:00,"#ProcesDu28Sept Je viens de rafler mon pari avec un ami que #Dadis emploiera le mot #MACHIAVÉLIQUE dans sa déposition ! 
#Guinée #justice",KoneSheick,1,0,0,Twitter for Android,fr
1602458093014880258,2022-12-13 00:19:16+00:00,"@Noumou29 Tu ne va pas comprendre ben ton niveau ne te permet pas monsieur 
#ProcesDu28Sept",juloteame,0,0,0,Twitter for Android,fr
1602452793406767104,2022-12-12 23:58:12+00:00,"« Ce pays n’ira jamais loin » dixit Dadis Camara🥵😂c’est chaud là !
#ProcesDu28Sept 28septembre",alkhadime06,0,0,0,Twitter for iPhone,fr
1602448284806778880,2022-12-12 23:40:17+00:00,"#ProcesDu28Sept Nulle part au #monde, on ne s'amuserait à #diffuser un tel procès en #direct avec toutes ces #révélations, #mensonges, #insinuations et #attaques dans un #pays fragilisé ! SAGESSE et PRUDENCE !
#Guinée #justice",KoneSheick,1,0,0,Twitter for Android,fr
1602447656059637760,2022-12-12 23:37:47+00:00,"Dieu mon ami te parle.
#ProcesDu28Sept 
#Guinee #DadisEstUnMenteur #Toumba https://t.co/UMUj5QznrQ",Aguibou_Toure17,4,0,0,Twitter for Android,fr
1602444891803582466,2022-12-12 23:26:48+00:00,"#Procèsdu28sept 
L'imam 
Le Pasteur 
Maintenant c'est le tour du philosophe 
Que des surprises dans ce procès..",edlab_abdoul,1,0,0,Twitter for Android,fr
1602443821953982466,2022-12-12 23:22:33+00:00,"C'est moi qui lui disait: un bâtonnet plus deux bâtonnets ....
#Dadis paraît être le répétiteur de @Papa koli à  l'école primaire..
#ProcèsDu28Sept",edlab_abdoul,1,0,0,Twitter for Android,fr
1602443338686365697,2022-12-12 23:20:38+00:00,"#Guinee : "" je ne suis même pas tranquille à la maison centrale"" #Dadis #ProcesDu28Sept #Toumba https://t.co/Dl3Eat0bzv",segadiarrah,41,6,7,Twitter for Android,fr
1602435270804226050,2022-12-12 22:48:35+00:00,"Celui où celle qui me dira ici que je raisonne comme Dadis, j extermine sa race
#ProcesDu28Sept https://t.co/68xFbYSmUp",elhidiop,4,0,2,Twitter for Android,fr
1602433937170743297,2022-12-12 22:43:17+00:00,"Qui croire entre TOUMBA et DADDIS
?
#ProcesDu28Sept",iamhabib4real_,3,2,2,Twitter for iPhone,fr
1602431563312291840,2022-12-12 22:33:51+00:00,J’ai pas pu suivre dadis aujourd’hui mdr #ProcesDu28Sept,Keiinzo,0,0,0,Twitter for iPhone,fr
1602430375984242689,2022-12-12 22:29:08+00:00,"Moussa Dadis Kant Camara 🙃🙃 
#ProcesDu28Sept 
#Kibaro",raheem_diallo,1,0,0,Twitter for Android,in
1602426972696727555,2022-12-12 22:15:36+00:00,"KO: après le procès, son objectif serait de faire inscrire « le droit pénal est une exacte» dans l'Académie Française.

Ce Dadis là nous avait manqué hein..😂👌
#ProcesDu28Sept",ambangoura,16,3,3,Twitter for iPhone,fr
1602420009728413701,2022-12-12 21:47:56+00:00,Dadis Camara : « Cellou Dalein a gagné les élections par un coup KO en 2010… » 👉 #ProcesDu28Sept #Guinee #Kibaro https://t.co/VJlrOA6Ael https://t.co/3wK18JFPIV,ousmaneniaria,0,0,0,Twitter for Android,fr
1602419807441518593,2022-12-12 21:47:08+00:00,Il a beaucoup parlé pour dire peu #ProcesDu28Sept,mousebalde2,0,0,0,Twitter for iPhone,fr
1602417156259516424,2022-12-12 21:36:36+00:00,"J'ai écouté Dadis pendant des heures, et sincèrement j'ai rien compris de ce qu'il raconte.
RIIIIIIIIIIEEEEEEN
Ça n'a ni tête,ni tronc, ni queue, ni pattes.
Mbref
#ProcesDu28Sept",Queenhaf24,19,8,4,Twitter for Android,fr
1602416140373921793,2022-12-12 21:32:33+00:00,"AHH demain et les questions 🤣

#ProcesDu28Sept",Ahmad_Kechki,0,0,0,Twitter for Android,fr
1602408921301454857,2022-12-12 21:03:52+00:00,"#Dadis devrait nous dire: Qui a tiré au stade, où sont ceux qui l’ont fait et où sont enterrés les corps des victimes ?
Voilà ce que le Peuple de #Guinee veut comprendre
#ProcesDu28Sept 
@Zhalha2",Kissi_cecil2020,3,0,1,Twitter for Android,fr
1602401249957187595,2022-12-12 20:33:23+00:00,"Si tu as compris les deux (02) images ce que tu as bien compris Davis.
#ProcesDu28Sept https://t.co/nnVPtbAcjX",Puspaci10,1,0,0,Twitter for Android,fr
1602399775730667521,2022-12-12 20:27:32+00:00,"Si Toumba, Konaté et le président Alpha Conde étaient de mèche comme le dit Dadis, Toumba allait il fait près de 5 ans en prison sous le règne du PRAC?
Que Dadis trouve une autre ligne de défense, celle-là ne tient pas du tout. 
#ProcesDu28Sept #Kibaro",bereteke19,3,0,1,Twitter for iPhone,fr
1602397895373820088,2022-12-12 20:20:04+00:00,"Résumé :
👉On ne sait toujours pas qui sont ceux qui ont tirés
👉Aucune culpabilité mise en évidence
👉Y a de grands absents parmi les cogestionaires de l'époque
👉TOUMBA a défini le tempo de la défense 
👉Évitons les conclusions hâtives, la vérité est loin. #ProcesDu28Sept",SofoyaM,0,0,0,Twitter for Android,fr
1602397874532323344,2022-12-12 20:19:59+00:00,"Son voyage au foutah, le massacre du stade, recrues de Kaléah : #Dadis Camara fait le ""grand déballage"" à la barre ! #Guinee #Kibaro #ProcesDu28Sept 👉https://t.co/awyfDegAdL https://t.co/Wg0lVSa12W",Africaguinee,3,1,1,Twitter for iPhone,fr
1602385786497794060,2022-12-12 19:31:57+00:00,"Ce qu’il y a à retenir de ce premier épisode du nouveau #DadisShow, ce que le Monsieur n’est vraiment pas prêt pour le #ProcesDu28Sept.",TaibataD,0,0,0,Twitter for iPhone,fr
1602382385903017984,2022-12-12 19:18:26+00:00,"Hummm Je le savais fou, mais là à écouter #Dadis on sent que la balle l’a vraiment rendu plus fou encore…
Un monsieur qui mélange tout et qui fait semblant de tout connaître…
#ProcesDu28Sept",Boubaca88290375,0,0,0,Twitter for iPhone,fr
1602381337989611528,2022-12-12 19:14:16+00:00,"Pourquoi c’est là pub aux souliers maintenant au lieu de celle des talons.
#ProcesDu28Sept https://t.co/4x1LN1bjZE",Dioum92,0,0,0,Twitter for iPhone,fr
1602380384951468037,2022-12-12 19:10:29+00:00,"Je n'en peux plus! Cet homme à le complexe de Dieu!

#Kibaro
#ProcesDu28Sept",ASAS_Patronat,0,0,0,Twitter Web App,fr
1602373192877735946,2022-12-12 18:41:54+00:00,"Dadis a relevé 1 pnt important:
Il y’avait 7 points de sécurité ds le camp Alpha Yaya; Comment Toumba aprs avoir empêché Dadis de sortir, peut dire être aller chercher Dadis au stade et ne pas d’abord vérifier avc la garde du salon &amp; celles des 7 points de séc #ProcesDu28Sept https://t.co/a75wmbOlpK",AbidjanaiseL,0,0,0,Twitter for iPhone,fr
1602372796662808584,2022-12-12 18:40:20+00:00,"#ProcesDu28Sept | #Auguste Tribunal 😅

#Dadis, après avoir fait son #dadis_show au cours duquel il a prononcé le mot M.#Pdt 1 800 fois 🫣.

Enfin, il a prévenu les #avocats que s'il ne respectait pas son #schéma, il ne répondrait pas à leurs #questions🤦🏿‍♂️ 

homo @CHEICKNA_10 🤣👇🏿 https://t.co/PQKIwEqKjA",CheickIbtidiani,92,27,10,Twitter for iPhone,fr
1602367013355134978,2022-12-12 18:17:21+00:00,"#Guinée : voici comment le CNDD a pris le pouvoir en 2008, selon le Capitaine Dadis
#Kibaro #ProcesDu28Sept https://t.co/ufVQVhtlcG",Guineematin,1,0,0,Twitter for Android,fr
1602365928641105950,2022-12-12 18:13:02+00:00,"Le capitaine Moussa Dadis ouvre des portes et fenêtres de beaucoup de maisons et exige qu’on lui pose des questions à sa convenance. Mon capit, seul le tribunal a le dernier mot . #ProcesDu28Sept #Dadis",Celloulacoste2,1,0,0,Twitter for iPhone,fr
1602365311868702724,2022-12-12 18:10:35+00:00,"On est où là? 😂 le live comments
#MrTraore #Dadis #ProcesDu28Sept  #Guinee https://t.co/SHnODS3W8E",MrTraore224,0,0,0,Twitter for iPhone,fr
1602364928106663941,2022-12-12 18:09:04+00:00,"Qui a compris quoi ?
#ProcesDu28Sept",soul_guinea,0,0,0,Twitter for iPhone,fr
1602364759394979843,2022-12-12 18:08:23+00:00,"Le problème n'est pas de mourir pour un ami , mais de trouver un ami pour lequel il faut la peine de mourir. 
#ProcesDu28Sept",MBembaD56020132,0,0,0,Twitter for Android,fr
1602362250836283405,2022-12-12 17:58:25+00:00,"Un sage peul enseigne : Plutôt que d'essayer d'être plus malin que le malin, mieux vaut lui dire: «Ne dévoile pas mes secrets!»
Il n'est pas possible de surpasser certaines personnes en ruse, alors, il vaut mieux leur faire allégeance.
Capitaine on vous voit . #ProcesDu28Sept",jalloh_jalal,7,0,1,Twitter for iPhone,fr
1602360554823520256,2022-12-12 17:51:41+00:00,"Dadis qui fixe les conditions de questions qui lui seront posées 😆 😂 
Personne ne s’attendait à cela même pas le tribunal 
#ProcesDu28Sept",jalloh_jalal,2,0,1,Twitter for iPhone,fr
1602358737670475786,2022-12-12 17:44:28+00:00,Joli boubou !! #ProcesDu28Sept https://t.co/3glRY59k9f,AbidjanaiseL,0,0,0,Twitter for iPhone,ht
1602358531214147584,2022-12-12 17:43:38+00:00,"Dadis il est sûr et certain que Konaté viendra à la barre hein 🤣🤣🤣🤣
#ProcesDu28Sept",lipton_glacee,26,11,1,Twitter for iPhone,fr
1602358236614725639,2022-12-12 17:42:28+00:00,"Personne, absolument personne:
Toumba, dans le box des accusés 
#ProcesDu28Sept https://t.co/4x5Bfus4MA",fodeberete24,0,0,0,Twitter for iPhone,fr
1602358018708049923,2022-12-12 17:41:36+00:00,"Ahh le grand Dadis à la barre!!
Ça a été ds ts les sens comme prévu; Mais les points à retenir: 
~ il n’a donné d’ordre à personne;
~ C Toumba &amp; Sekouba ki ont monté 1 coup pour le salir et l’écarter. A suivre #ProcesDu28Sept https://t.co/04IVxdtMBs",AbidjanaiseL,0,0,0,Twitter for iPhone,fr
1602356957867905041,2022-12-12 17:37:23+00:00,"Dadis: Depuis que j'ai dit ici que je me sentais pas bien, certains ont commencé à des questions, mais celui qui me pose une question qui n'est pas liée au texte de renvoi je ne lui réponds pas.

Vous êtes averti 🤣🤣

#ProcesDu28Sept",Abdoula84644277,2,0,1,Twitter for Android,fr
1602355564440330241,2022-12-12 17:31:51+00:00,"Certains commencent déjà à prendre position par rapport à l'apparition du Président Dadis devant le tribunal...
Ils sont dans la passion je comprends....!
#ProcesDu28Sept",edlab_abdoul,1,0,0,Twitter for Android,fr
1602354410566418432,2022-12-12 17:27:16+00:00,Le président n’a qu’à se lever Dadis va s’asseoir à sa place parce que façon il impose sa loi là-bas c’est son procès à présent #ProcesDu28Sept,DjebouXoxo,3,1,0,Twitter for iPhone,fr
1602353398191476736,2022-12-12 17:23:15+00:00,"Dadis qui innocente directement Toumba sans le savoir 🤣.
#ProcesDu28Sept #DadisDisNousTout https://t.co/DAz3fKBWlW",SyllaPoutine,101,26,10,Twitter for iPhone,fr
1602353176568631306,2022-12-12 17:22:22+00:00,"Jusqu’à preuve du contraire, Monsieur Toumba continue de bénéficier d’une présomption de bonne foie. 
#ProcesDu28Sept",AlfaMoko,0,0,0,Twitter for iPhone,fr
1602352389708718081,2022-12-12 17:19:14+00:00,"El Jefe vous a prévenu, que si et seulement si vos avocats lui posent des questions qui ne l'arrange pas qu'il gardera le silence absolu 😂
#Proces28Septembre #ProcesDu28Sept https://t.co/SAsLZdH2ls",BloCr7,0,0,0,Twitter for Android,fr
1602352291226554374,2022-12-12 17:18:51+00:00,"Là je vais voir si le président du tribunal a vraiment les couilles, avec les menaces de Dadis. #ProcesDu28Sept",algamishrmcf,0,0,0,Twitter for Android,fr
1602351923268648962,2022-12-12 17:17:23+00:00,"Mon gars veut éviter les questions sur les assassinats cruels qui se passaient au camp, les vols les dégâts que les militaires ont commis. Mais il n’a rien compris 😂 #ProcesDu28Sept",douxAlphaa,0,0,0,Twitter for iPhone,fr
1602351860555579392,2022-12-12 17:17:08+00:00,"Dadis menace : quiconque posera une question qui n'est pas liée à la complicité des évènements du 28 septembre, c'est le président du tribunal qui va nous séparer .

Les avocats vous êtes avertis en tout cas 🤣

#ProcesDu28Sept",OuessouDIABY,46,8,4,Twitter for iPhone,fr
1602351821049270289,2022-12-12 17:16:59+00:00,"Les faits sont têtus! 
#ProcesDu28Sept https://t.co/dDGem0fFHS",mamadou_diari,0,0,0,Twitter for Android,fr
1602351610142883842,2022-12-12 17:16:08+00:00,C’est chez les blancs on tir sur la tête de quelqu’un il devient fou ou amnésique en Afrique on devient intelligent  🧐 très intelligent😂😂😂#ProcesDu28Sept,AhmadDialloGN,2,0,1,Twitter for iPhone,fr
1602351075432042512,2022-12-12 17:14:01+00:00,"Si vous me posez des questions du genre agaçant, je vais pas répondre , ce qu’il n’est pas prêt à répondre aux questions.
#ProcesDu28Sept",AAD_Bantiguel,1,1,0,Twitter for iPhone,fr
1602348092224901123,2022-12-12 17:02:10+00:00,"L'homme a gaspillé ses pass internet pour rien

#ProcesDu28Sept",MonsieurWangrin,0,0,0,Twitter for Android,fr
1602346774169108485,2022-12-12 16:56:55+00:00,"Quelqu'un peut dire à Dadis que vouloir fixer une quelconque façon de traitement de sa personne n'arrange pas son cas dans ce tribunal 🤷🏾‍♂️

Les avocat de Dadis lui donnent quel genre de conseil bon Dieu 🤦🏾‍♂️
#ProcesDu28Sept",NfalyTraaore,0,0,0,Twitter for Android,fr
1602346747665448960,2022-12-12 16:56:49+00:00,"Il est venu démentir les propos de Toumba.
Parent faut nous dire ce qui s'est passé !

#ProcesDu28Sept",Ahmad_Kechki,0,0,0,Twitter for Android,fr
1602346681416155137,2022-12-12 16:56:33+00:00,"Dadis a vendu du kola, ramassez le pouvoir et est devenu président. Gardez toujours espoir ! #ProcesDu28Sept",msblesage,0,0,0,Twitter for iPhone,fr
1602346245057646597,2022-12-12 16:54:49+00:00,"⚖️🇬🇳|•• 𞤅𞤭 𞤺𞤮𞥅𞤲𞤺𞤢 𞤳𞤢𞤲 𞤬𞤫𞥅𞤻𞤢𞤴⹁ 𞤳𞤢 𞤼𞤭𞤥𞥆𞤢⹁ 𞤳𞤮 𞤦𞤫𞥅 𞤅𞤫𞥅𞤳𞤵𞤦𞤢 𞤑𞤮𞤲𞤢𞥄𞤼𞤫 𞤧𞤫𞥅𞤣𞤭𞤼𞤮𞥅.
#𞤀𞤁𞤂𞤢𞤃| #𞤆𞤵𞤤𞤢𞤪| #𞤊𞤵𞤤𞤬𞤵𞤤𞤣𞤫| #ProcesDu28Sept https://t.co/XKgl2R3fIf",dierennah92,2,0,0,Twitter for iPhone,und
1602345635532898305,2022-12-12 16:52:24+00:00,"Demain faite nous un résumé de l’émission #GG

Les avocats 🥑 journalistes qui disaient qu’il était et qu’il a les meilleurs avocats, on vous écoute 

 #ProcesDu28Sept",moonsieurdiallo,0,0,0,Twitter for iPhone,fr
1602345553580498944,2022-12-12 16:52:04+00:00,"Au moins il les aura prévenu, qu’il ne répondra à aucune question démontrant sa complicité vis-à-vis des incidents liés au massacre du 28 Septembre 2009. Cela est plus qu’édifiant, pas de preuve l’inculpant pas de réponse ! 

#ProcesDu28Sept",Roskov_,2,1,1,Twitter for iPhone,fr
1602345416040800257,2022-12-12 16:51:31+00:00,Il n’y aura pas de poussière balayer sous le tapi dans ce procès #ProcesDu28Sept,DialloMamoud224,1,0,0,Twitter for iPhone,fr
1602345151850057728,2022-12-12 16:50:28+00:00,"Dadis nous dit déjà qu’il ne répondra pas à la plus part des questions. Il est fou, ce gars. 
#ProcesDu28Sept",BoubaDiari,0,0,0,Twitter for iPhone,fr
1602345064633896962,2022-12-12 16:50:08+00:00,Les moments de confrontations seront très très drôles #ProcesDu28Sept,DjebouXoxo,1,0,0,Twitter for iPhone,fr
1602344813659037699,2022-12-12 16:49:08+00:00,"Dadis se ridiculise dans le tribunal criminelle des événements du 28 Sept 2009

#ProcesDu28Sept 
#DadisShow2022",alladindiallo31,0,0,0,Twitter for Android,fr
1602344812509896705,2022-12-12 16:49:08+00:00,"On va juste respecter ton droit ici, sinok tu n’as aucune force estii #ProcesDu28Sept",fodeberete24,0,0,0,Twitter for iPhone,fr
1602344775641972736,2022-12-12 16:48:59+00:00,"Dadis étale déjà ses peurs avant la vague des questions venant des avocats de la défense. Il dit je cite «si mon schéma n’est pas respecté, je ne respecterai pas aussi les siens. Je ferai valoir mon droit au silence». 

Voilà ce qui est dit. 

#ProcesDu28Sept 
#DadisEstUnMenteur",OuessouDIABY,33,4,6,Twitter for iPhone,fr
1602344762463457281,2022-12-12 16:48:56+00:00,"Dadis utilise la phrase « Je termine »pour la 1151e fois. Bref soyons bref 

 #ProcesDu28Sept",moonsieurdiallo,0,0,0,Twitter for iPhone,fr
1602344634168102912,2022-12-12 16:48:25+00:00,Lui même il reconnaît qu’il aime trop parler 😂😂😂 c’est maintenant te t’en rends compte ? #ProcesDu28Sept,adamdoun6,0,0,0,Twitter for iPhone,fr
1602344625523625984,2022-12-12 16:48:23+00:00,@TanouDiallo18 Il ne fait que répondre aux accusations de Toumba et pas nous dire sa vérité sur le #ProcesDu28Sept. Je me pose des questions sur sa stabilité après ça ne date pas d’hier. /!\ j’ai pas dit qu’il est coupable ou pas. Mais il a rien raconté sur les faits,landhos33,0,0,0,Twitter for iPhone,fr
1602344002002501633,2022-12-12 16:45:54+00:00,"Quelqu’un qui a gérer votre pays? Tu es guinéen ou pas? En aucun cas tu as parlé des autres, tu ne fais que attaquer Toumba. Dis juste la vérité, rien que la vérité 
#ProcesDu28Sept",fodeberete24,1,0,0,Twitter for iPhone,fr
1602343768765652992,2022-12-12 16:44:59+00:00,"Dadis doit-il avoir peur de la confrontation avec ses Co_accusé du massacre du 28 septembre 2009...
Quel intérêt pr lui ?

#ProcesDu28Sept 
#laveritédoittriompher 
#DadisShow",alladindiallo31,0,0,0,Twitter for Android,fr
1602343374123565059,2022-12-12 16:43:25+00:00,"Hahah... c'est Dadis qui fixe les conditions de son audition et les questions à lui poser now🤣😂
#ProcesDu28Sept",ambangoura,37,4,7,Twitter for iPhone,fr
1602343146104717312,2022-12-12 16:42:30+00:00,"CONDITION SINE QUÂ NON appelez-nous vite l'oncle de mon ami @MalickSoumah5 BOUBACAR SOUMAH svp 😭😭😭
#ProcesDu28Sept",NfalyTraaore,0,0,0,Twitter for Android,fr
1602343022322241537,2022-12-12 16:42:01+00:00,“Ça va barder c’est le président seul qui va nous séparer” 🤣🤣🤣😭#ProcesDu28Sept,DjebouXoxo,2,1,0,Twitter for iPhone,fr
1602342955905327107,2022-12-12 16:41:45+00:00,"#ProcesDu28Sept 

Pourquoi le tribunal n’arrête pas Dadis? 
Lui-même est en train de perdre sa voix. Tout ce qu’il dit n’a rien à voir avec le massacre du 28 septembre 2009.",TanouDiallo18,18,2,3,Twitter for iPhone,fr
1602342927170211840,2022-12-12 16:41:38+00:00,"Le témoignage est farfelu et truffé de propos démagogiques, l’accusé semble plus que confus et désemparé, la chose la plus remarquable est le calme du Président de la cour. Nous sommes partis pour un très long débat …

#ProcesDu28Sept",Roskov_,2,1,1,Twitter for iPhone,fr
1602342411543449600,2022-12-12 16:39:35+00:00,"Pour ceux qui comprennent Dadis, veuillez m’éclairer svp 
#ProcesDu28Sept",doncorgn,0,0,0,Twitter for iPhone,fr
1602342372452565001,2022-12-12 16:39:26+00:00,"Il raconte quoi ce fou furieux? 🤣
#ProcesDu28Sept",bahmkolon,0,0,0,Twitter for iPhone,fr
1602342177971093508,2022-12-12 16:38:39+00:00,Dadis parle de quoi vraiment ! #ProcesDu28Sept,celloulesage,0,0,0,Twitter for iPhone,fr
1602341818678517762,2022-12-12 16:37:14+00:00,Jusqua Marie Antoinette?😂😂😂 #ProcesDu28Sept,HadiiaBaarry,1,0,0,Twitter for iPhone,fr
1602341497701126147,2022-12-12 16:35:57+00:00,"August tribunal 😌
#Dadis
#ProcesDu28Sept",Hawaa_HD,1,0,0,Twitter for iPhone,et
1602341422581129217,2022-12-12 16:35:39+00:00,Il se peut qu’il dise sa part de vérité mais pourquoi s’être tu durant toute une décennie ? Frrrr là là personne ne va te croire d’autant plus que tu faisais les louanges des personnes que tu dénigres aujourd’hui…sois digne ! #ProcesDu28Sept,DjebouXoxo,3,0,0,Twitter for iPhone,fr
1602341280826232833,2022-12-12 16:35:06+00:00,"""Un meurtre est allé tuer une personne""😭😭😭 eeeh Dadis 🤦🏾‍♂️
#ProcesDu28Sept",NfalyTraaore,3,0,1,Twitter for Android,fr
1602341170553978880,2022-12-12 16:34:39+00:00,"Il réclame déjà sa libération 😂 sans d'abord affronter Me.paul yomba
#ProcesDu28Sept",Mariamekaba224,0,0,0,Twitter for Android,fr
1602341101976915971,2022-12-12 16:34:23+00:00,Si il exige sa libération encore je vais éteindre mon téléphone #ProcesDu28Sept,DjebouXoxo,0,0,1,Twitter for iPhone,fr
1602341076664303617,2022-12-12 16:34:17+00:00,Il tient vraiment à ça libération et trop confiant Dadis 🤣🤣 #ProcesDu28Sept,bahmkolon,0,0,0,Twitter for iPhone,fr
